"case_id","q_mAh_cm2","S_avg","cI2_surf_tot_avg","beta_surf_avg"
"baseline_J40_Q120","27.7777777778","0.379288403018","183.41095363","1090.83234016"
"baseline_J40_Q120","27.8888888889","0.380169898365","183.723457304","1090.15733222"
"baseline_J40_Q120","28.0","0.381052486106","184.035960977","1089.48232429"
"baseline_J40_Q120","28.1111111111","0.381936168273","184.348464651","1088.80731635"
"baseline_J40_Q120","28.2222222222","0.382820946904","184.660968325","1088.13230842"
"baseline_J40_Q120","28.3333333333","0.38370682404","184.973471998","1087.45730048"
"baseline_J40_Q120","28.4444444444","0.384593801729","185.285975672","1086.78229255"
"baseline_J40_Q120","28.5555555556","0.385481882023","185.598479346","1086.10728461"
"baseline_J40_Q120","28.6666666667","0.386371066978","185.910983019","1085.43227668"
"baseline_J40_Q120","28.7777777778","0.387261358659","186.223486693","1084.75726874"
"baseline_J40_Q120","28.8888888889","0.388152759132","186.535990367","1084.08226081"
"baseline_J40_Q120","29.0","0.38904527047","186.84849404","1083.40725287"
"baseline_J40_Q120","29.1111111111","0.389938894751","187.160997714","1082.73224494"
"baseline_J40_Q120","29.2222222222","0.390833634058","187.473501388","1082.057237"
"baseline_J40_Q120","29.3333333333","0.391729490479","187.786005061","1081.38222907"
"baseline_J40_Q120","29.4444444444","0.392626466109","188.098508735","1080.70722113"
"baseline_J40_Q120","29.5555555556","0.393524563045","188.411012409","1080.0322132"
"baseline_J40_Q120","29.6666666667","0.394423783392","188.723516082","1079.35720526"
"baseline_J40_Q120","29.7777777778","0.395324129259","189.036019756","1078.68219733"
"baseline_J40_Q120","29.8888888889","0.39622560276","189.348523429","1078.00718939"
"baseline_J40_Q120","30.0","0.397128206016","189.661027103","1077.33218146"
"baseline_J40_Q120","30.1111111111","0.398031941152","189.973530777","1076.65717352"
"baseline_J40_Q120","30.2222222222","0.398936810297","190.28603445","1075.98216559"
"baseline_J40_Q120","30.3333333333","0.399842815589","190.598538124","1075.30715765"
"baseline_J40_Q120","30.4444444444","0.400749959168","190.911041798","1074.63214972"
"baseline_J40_Q120","30.5555555556","0.401658243181","191.223545471","1073.95714178"
"baseline_J40_Q120","30.6666666667","0.40256766978","191.536049145","1073.28213385"
"baseline_J40_Q120","30.7777777778","0.403478241122","191.848552819","1072.60712591"
"baseline_J40_Q120","30.8888888889","0.404389959371","192.161056492","1071.93211798"
"baseline_J40_Q120","31.0","0.405302826694","192.473560166","1071.25711004"
"baseline_J40_Q120","31.1111111111","0.406216845266","192.78606384","1070.58210211"
"baseline_J40_Q120","31.2222222222","0.407132017265","193.098567513","1069.90709417"
"baseline_J40_Q120","31.3333333333","0.408048344877","193.411071187","1069.23208624"
"baseline_J40_Q120","31.4444444444","0.408965830292","193.723574861","1068.5570783"
"baseline_J40_Q120","31.5555555556","0.409884475705","194.036078534","1067.88207037"
"baseline_J40_Q120","31.6666666667","0.410804283319","194.348582208","1067.20706243"
"baseline_J40_Q120","31.7777777778","0.411725255339","194.661085882","1066.5320545"
"baseline_J40_Q120","31.8888888889","0.412647393979","194.973589555","1065.85704656"
"baseline_J40_Q120","32.0","0.413570701457","195.286093229","1065.18203863"
"baseline_J40_Q120","32.1111111111","0.414495179997","195.598596903","1064.50703069"
"baseline_J40_Q120","32.2222222222","0.415420831828","195.911100576","1063.83202276"
"baseline_J40_Q120","32.3333333333","0.416347659184","196.22360425","1063.15701482"
"baseline_J40_Q120","32.4444444444","0.417275664308","196.536107924","1062.48200688"
"baseline_J40_Q120","32.5555555556","0.418204849446","196.848611597","1061.80699895"
"baseline_J40_Q120","32.6666666667","0.419135216849","197.161115271","1061.13199101"
"baseline_J40_Q120","32.7777777778","0.420066768776","197.473618945","1060.45698308"
"baseline_J40_Q120","32.8888888889","0.42099950749","197.786122618","1059.78197514"
"baseline_J40_Q120","33.0","0.421933435262","198.098626292","1059.10696721"
"baseline_J40_Q120","33.1111111111","0.422868554365","198.411129966","1058.43195927"
"baseline_J40_Q120","33.2222222222","0.423804867082","198.723633639","1057.75695134"
"baseline_J40_Q120","33.3333333333","0.424742375698","199.036137313","1057.0819434"
"baseline_J40_Q120","33.4444444444","0.425681082508","199.348640987","1056.40693547"
"baseline_J40_Q120","33.5555555556","0.426620989809","199.66114466","1055.73192753"
