Q_mAh_cm2,V_baseline_KC_V,V_network_smooth_path_V,DeltaV_network_minus_KC_mV,K_over_K0_baseline_KC,K_over_K0_network_smooth_path,eps_s_baseline_KC,eps_s_network_smooth_path,evidence_class
88.444444,1.4317566,1.4317517,-0.00489999999997,0.99978928,0.99997724,1.2498706e-05,1.2508429e-05,E-SIM
88.555556,1.4318663,1.4318611,-0.00519999999993,0.99978091,0.99997621,1.299524e-05,1.3005219e-05,E-SIM
88.666667,1.4319773,1.4319718,-0.0055000000001,0.99977236,0.99997515,1.3502186e-05,1.3512424e-05,E-SIM
88.777778,1.4320887,1.4320831,-0.00559999999994,0.99976364,0.99997407,1.4019651e-05,1.4030162e-05,E-SIM
88.888889,1.4322005,1.4321949,-0.00559999999994,0.99975474,0.99997295,1.4547626e-05,1.4558414e-05,E-SIM
89,1.4323131,1.4323076,-0.0055000000001,0.99974566,0.99997181,1.5086076e-05,1.5097148e-05,E-SIM
89.111111,1.4324265,1.4324212,-0.00529999999999,0.99973641,0.99997063,1.5635003e-05,1.5646364e-05,E-SIM
89.222222,1.4325414,1.4325363,-0.00510000000009,0.99972698,0.99996943,1.6194541e-05,1.62062e-05,E-SIM
89.333333,1.432658,1.4326531,-0.00489999999997,0.99971737,0.9999682,1.6764697e-05,1.677665e-05,E-SIM
89.444444,1.4327759,1.4327712,-0.00470000000008,0.99970758,0.99996694,1.7345415e-05,1.7357666e-05,E-SIM
89.555556,1.4328951,1.4328905,-0.00460000000002,0.99969762,0.99996565,1.7936697e-05,1.7949248e-05,E-SIM
89.666667,1.4330169,1.4330126,-0.00429999999985,0.99968747,0.99996433,1.8538699e-05,1.8551561e-05,E-SIM
89.777778,1.4331416,1.4331376,-0.00399999999989,0.99967714,0.99996298,1.9151448e-05,1.9164617e-05,E-SIM
89.888889,1.4332685,1.4332647,-0.0038,0.99966663,0.9999616,1.9774869e-05,1.9788347e-05,E-SIM
90,1.4333976,1.4333941,-0.00350000000005,0.99965595,0.99996018,2.0408962e-05,2.0422751e-05,E-SIM
90.111111,1.4335286,1.433525,-0.0036000000001,0.99964508,0.99995874,2.1053851e-05,2.1067959e-05,E-SIM
90.222222,1.4336612,1.4336574,-0.0038,0.99963403,0.99995727,2.1709578e-05,2.1723999e-05,E-SIM
90.333333,1.4337957,1.4337915,-0.00419999999979,0.99962279,0.99995576,2.2376071e-05,2.2390804e-05,E-SIM
90.444444,1.4339321,1.4339273,-0.00480000000014,0.99961138,0.99995422,2.3053329e-05,2.3068375e-05,E-SIM
90.555556,1.4340695,1.4340643,-0.00520000000015,0.99959978,0.99995265,2.3741439e-05,2.3756816e-05,E-SIM
90.666667,1.4342072,1.4342022,-0.00499999999981,0.999588,0.99995105,2.4440445e-05,2.4456163e-05,E-SIM
90.777778,1.4343461,1.4343414,-0.00469999999986,0.99957604,0.99994942,2.5150287e-05,2.5166355e-05,E-SIM
90.888889,1.434486,1.4344818,-0.00420000000001,0.99956389,0.99994775,2.5870965e-05,2.5887392e-05,E-SIM
91,1.4346278,1.4346238,-0.00399999999989,0.99955157,0.99994606,2.6602592e-05,2.6619381e-05,E-SIM
91.111111,1.4347719,1.4347673,-0.00460000000002,0.99953905,0.99994433,2.7345246e-05,2.7362378e-05,E-SIM
91.222222,1.4349178,1.4349123,-0.0055000000001,0.99952635,0.99994256,2.8098838e-05,2.811631e-05,E-SIM
91.333333,1.4350654,1.4350587,-0.00670000000014,0.99951347,0.99994076,2.8863367e-05,2.8881175e-05,E-SIM
91.444444,1.4352152,1.4352078,-0.0074000000001,0.9995004,0.99993893,2.9638946e-05,2.9657107e-05,E-SIM
91.555556,1.4353675,1.4353603,-0.00719999999998,0.99948714,0.99993707,3.0425682e-05,3.0444203e-05,E-SIM
91.666667,1.4355219,1.4355154,-0.0064999999998,0.9994737,0.99993517,3.1223468e-05,3.1242353e-05,E-SIM
91.777778,1.4356785,1.4356731,-0.00540000000004,0.99946007,0.99993324,3.2032302e-05,3.2051558e-05,E-SIM
91.888889,1.435837,1.4358324,-0.00460000000002,0.99944625,0.99993127,3.2852274e-05,3.2871914e-05,E-SIM
92,1.4359971,1.4359926,-0.00449999999996,0.99943225,0.99992927,3.3683493e-05,3.3703513e-05,E-SIM
92.111111,1.4361591,1.4361545,-0.00460000000002,0.99941806,0.99992723,3.4525859e-05,3.4546264e-05,E-SIM
92.222222,1.4363231,1.4363181,-0.00500000000003,0.99940368,0.99992516,3.5379372e-05,3.5400165e-05,E-SIM
92.333333,1.4364889,1.4364832,-0.0057,0.99938911,0.99992305,3.6244113e-05,3.6265298e-05,E-SIM
92.444444,1.4366567,1.4366494,-0.00729999999982,0.99937435,0.99992091,3.7120213e-05,3.7141761e-05,E-SIM
92.555556,1.4368264,1.4368169,-0.0095,0.9993594,0.99991873,3.8007563e-05,3.8029463e-05,E-SIM
92.666667,1.4369981,1.4369858,-0.0123000000001,0.99934426,0.99991652,3.8906161e-05,3.8928406e-05,E-SIM
92.777778,1.4371714,1.4371566,-0.0148,0.99932893,0.99991427,3.9816079e-05,3.9838679e-05,E-SIM
92.888889,1.4373459,1.43733,-0.0159,0.99931341,0.99991198,4.0737466e-05,4.0760429e-05,E-SIM
93,1.4375219,1.4375053,-0.0165999999999,0.99929769,0.99990966,4.1670204e-05,4.1693533e-05,E-SIM
93.111111,1.4376995,1.4376825,-0.0169999999999,0.99928179,0.9999073,4.2614294e-05,4.263799e-05,E-SIM
93.222222,1.4378788,1.437862,-0.0168,0.99926569,0.99990491,4.3569799e-05,4.3593888e-05,E-SIM
93.333333,1.43806,1.4380441,-0.0159,0.9992494,0.99990247,4.4536894e-05,4.4561401e-05,E-SIM
93.444444,1.438243,1.4382285,-0.0145,0.99923292,0.9999,4.5515448e-05,4.5540391e-05,E-SIM
93.555556,1.4384278,1.4384152,-0.0126,0.99921624,0.9998975,4.6505461e-05,4.6530856e-05,E-SIM
93.666667,1.4386149,1.4386045,-0.0103999999999,0.99919937,0.99989495,4.7507006e-05,4.7532877e-05,E-SIM
93.777778,1.438807,1.4387971,-0.00990000000001,0.9991823,0.99989237,4.8520334e-05,4.8546656e-05,E-SIM
93.888889,1.4390021,1.4389925,-0.00960000000005,0.99916504,0.99988974,4.9545265e-05,4.9572039e-05,E-SIM
94,1.4392004,1.4391907,-0.00970000000011,0.99914758,0.99988708,5.05818e-05,5.0609028e-05,E-SIM
94.111111,1.4394014,1.4393915,-0.00990000000001,0.99912993,0.99988438,5.1629983e-05,5.1657683e-05,E-SIM
94.222222,1.4396037,1.4395947,-0.00899999999993,0.99911208,0.99988164,5.2690031e-05,5.2718216e-05,E-SIM
94.333333,1.4398082,1.4398005,-0.00770000000005,0.99909403,0.99987887,5.3761795e-05,5.3790474e-05,E-SIM
94.444444,1.4400149,1.4400088,-0.00610000000001,0.99907578,0.99987605,5.4845276e-05,5.4874458e-05,E-SIM
94.555556,1.4402239,1.4402195,-0.0043999999999,0.99905733,0.99987319,5.5940508e-05,5.5970218e-05,E-SIM
94.666667,1.4404342,1.4404319,-0.00230000000001,0.99903869,0.9998703,5.704772e-05,5.7077978e-05,E-SIM
94.777778,1.4406464,1.4406464,0,0.99901984,0.99986736,5.816676e-05,5.8197582e-05,E-SIM
94.888889,1.4408605,1.440863,0.00249999999991,0.9990008,0.99986438,5.9297628e-05,5.9329031e-05,E-SIM
95,1.4410765,1.4410816,0.00509999999987,0.99898156,0.99986137,6.0440352e-05,6.0472364e-05,E-SIM
95.111111,1.4412946,1.4413008,0.00620000000007,0.99896211,0.99985831,6.1595215e-05,6.1627815e-05,E-SIM
95.222222,1.4415146,1.4415214,0.00679999999997,0.99894246,0.99985521,6.2762035e-05,6.2795228e-05,E-SIM
95.333333,1.4417366,1.4417435,0.00690000000003,0.99892262,0.99985207,6.3940812e-05,6.3974602e-05,E-SIM
95.444444,1.4419607,1.4419673,0.00659999999986,0.99890257,0.99984889,6.5131566e-05,6.5165971e-05,E-SIM
95.555556,1.44219,1.4421944,0.0043999999999,0.99888231,0.99984567,6.6334682e-05,6.6369636e-05,E-SIM
95.666667,1.4424225,1.4424236,0.00109999999998,0.99886185,0.9998424,6.7549921e-05,6.7585402e-05,E-SIM
95.777778,1.4426583,1.4426551,-0.00319999999987,0.99884119,0.9998391,6.8777282e-05,6.8813268e-05,E-SIM
95.888889,1.4428974,1.442889,-0.00840000000002,0.99882032,0.99983575,7.0016769e-05,7.0053261e-05,E-SIM
96,1.4431389,1.4431271,-0.0117999999998,0.99879924,0.99983235,7.1268745e-05,7.1305735e-05,E-SIM
96.111111,1.4433834,1.4433683,-0.0151000000002,0.99877796,0.99982892,7.253299e-05,7.2570467e-05,E-SIM
96.222222,1.4436308,1.4436126,-0.0182,0.99875647,0.99982544,7.3809504e-05,7.3847455e-05,E-SIM
96.333333,1.4438812,1.44386,-0.0212000000002,0.99873478,0.99982192,7.5098286e-05,7.5136715e-05,E-SIM
96.444444,1.4441322,1.4441121,-0.0201000000002,0.99871287,0.99981836,7.6399638e-05,7.6438673e-05,E-SIM
96.555556,1.4443851,1.4443681,-0.0170000000002,0.99869076,0.99981475,7.771339e-05,7.7753068e-05,E-SIM
96.666667,1.44464,1.4446277,-0.0122999999999,0.99866844,0.9998111,7.9039533e-05,7.9079898e-05,E-SIM
96.777778,1.4448969,1.4448911,-0.00580000000006,0.99864591,0.9998074,8.037807e-05,8.0419163e-05,E-SIM
96.888889,1.4451575,1.4451552,-0.00230000000001,0.99862317,0.99980366,8.1729395e-05,8.1771543e-05,E-SIM
97,1.4454211,1.4454218,0.000700000000187,0.99860021,0.99979987,8.3093309e-05,8.3136631e-05,E-SIM
97.111111,1.4456874,1.4456909,0.00350000000005,0.99857705,0.99979604,8.4469786e-05,8.4514427e-05,E-SIM
97.222222,1.4459564,1.4459625,0.00610000000001,0.99855367,0.99979216,8.5858828e-05,8.5904929e-05,E-SIM
97.333333,1.4462306,1.4462366,0.00599999999995,0.99853008,0.99978824,8.7260874e-05,8.7308137e-05,E-SIM
97.444444,1.446509,1.4465132,0.00420000000001,0.99850627,0.99978427,8.867573e-05,8.8724052e-05,E-SIM
97.555556,1.4467913,1.4467924,0.0011000000002,0.99848224,0.99978025,9.0103351e-05,9.0152673e-05,E-SIM
97.666667,1.4470775,1.447074,-0.00350000000005,0.99845801,0.99977619,9.1543737e-05,9.1594001e-05,E-SIM
97.777778,1.4473671,1.4473602,-0.00689999999981,0.99843355,0.99977208,9.2997272e-05,9.3048942e-05,E-SIM
97.888889,1.4476603,1.4476495,-0.0107999999999,0.99840887,0.99976793,9.4463816e-05,9.4516886e-05,E-SIM
98,1.4479573,1.4479418,-0.0154999999999,0.99838398,0.99976372,9.5943312e-05,9.5997758e-05,E-SIM
98.111111,1.4482579,1.448237,-0.0209,0.99835887,0.99975947,9.743576e-05,9.7491557e-05,E-SIM
98.222222,1.4485604,1.4485353,-0.0251,0.99833354,0.99975517,9.8941482e-05,9.8998283e-05,E-SIM
98.333333,1.4488653,1.4488366,-0.0287000000001,0.99830799,0.99975083,0.00010046039,0.00010051794,E-SIM
98.444444,1.4491731,1.4491409,-0.0322000000001,0.99828221,0.99974644,0.00010199241,0.00010205052,E-SIM
98.555556,1.4494836,1.4494497,-0.0339,0.99825622,0.99974199,0.00010353755,0.00010359698,E-SIM
98.666667,1.4497967,1.4497629,-0.0338,0.99823,0.9997375,0.00010509616,0.00010515721,E-SIM
98.777778,1.4501127,1.4500797,-0.0329999999999,0.99820356,0.99973296,0.00010666817,0.00010673076,E-SIM
98.888889,1.4504313,1.4504002,-0.0311,0.9981769,0.99972837,0.00010825348,0.0001083176,E-SIM
99,1.4507527,1.4507243,-0.0283999999999,0.99815001,0.99972373,0.00010985211,0.00010991775,E-SIM
99.111111,1.451078,1.451052,-0.0260000000001,0.99812289,0.99971904,0.00011146441,0.00011153121,E-SIM
99.222222,1.4514071,1.4513833,-0.0237999999999,0.99809554,0.9997143,0.00011309037,0.00011315797,E-SIM
99.333333,1.4517396,1.4517193,-0.0203000000001,0.99806797,0.9997095,0.00011472986,0.00011479864,E-SIM
99.444444,1.4520756,1.4520615,-0.0141,0.99804017,0.99970466,0.00011638287,0.00011645398,E-SIM
99.555556,1.4524175,1.4524081,-0.00939999999994,0.99801214,0.99969976,0.00011805021,0.00011812306,E-SIM
99.666667,1.4527654,1.4527592,-0.00620000000007,0.99798386,0.99969481,0.00011973189,0.00011980587,E-SIM
99.777778,1.4531183,1.4531146,-0.00370000000016,0.99795534,0.99968981,0.00012142759,0.00012150243,E-SIM
99.888889,1.4534763,1.4534745,-0.00179999999994,0.9979266,0.99968476,0.00012313733,0.00012321273,E-SIM
100,1.4538392,1.4538388,-0.000400000000012,0.99789761,0.99967966,0.0001248611,0.00012493677,E-SIM
100.11111,1.4542072,1.4542074,0.000200000000117,0.9978684,0.9996745,0.0001265989,0.00012667471,E-SIM
100.22222,1.4545803,1.4545793,-0.000999999999918,0.99783895,0.99966929,0.00012835074,0.00012842818,E-SIM
100.33333,1.4549583,1.4549553,-0.00299999999998,0.99780926,0.99966402,0.0001301166,0.00013019584,E-SIM
100.44444,1.4553392,1.4553355,-0.00370000000016,0.99777932,0.9996587,0.0001318973,0.00013197771,E-SIM
100.55556,1.4557228,1.4557198,-0.00299999999998,0.99774914,0.99965332,0.00013369284,0.00013377378,E-SIM
100.66667,1.4561106,1.4561082,-0.00239999999985,0.99771872,0.99964789,0.00013550274,0.00013558405,E-SIM
100.77778,1.4565026,1.4565008,-0.00180000000016,0.99768806,0.99964241,0.00013732698,0.00013740852,E-SIM
100.88889,1.4568987,1.4568975,-0.00120000000003,0.99765716,0.99963687,0.00013916556,0.0001392472,E-SIM
101,1.457299,1.4572985,-0.000499999999848,0.99762601,0.99963127,0.0001410185,0.00014110179,E-SIM
101.11111,1.4577034,1.4577038,0.000400000000012,0.99759463,0.99962561,0.00014288578,0.00014297145,E-SIM
101.22222,1.4581125,1.4581132,0.000700000000187,0.997563,0.9996199,0.00014476809,0.00014485583,E-SIM
101.33333,1.4585273,1.4585269,-0.000400000000012,0.9975311,0.99961413,0.00014666665,0.00014675494,E-SIM
101.44444,1.4589468,1.4589447,-0.00210000000012,0.99749894,0.9996083,0.00014858015,0.00014866876,E-SIM
101.55556,1.4593708,1.4593667,-0.00410000000017,0.99746654,0.99960242,0.00015050857,0.00015059731,E-SIM
101.66667,1.4597995,1.459793,-0.00650000000002,0.99743389,0.99959648,0.00015245193,0.00015254059,E-SIM
101.77778,1.4602328,1.4602241,-0.00869999999997,0.99740099,0.99959048,0.00015441021,0.00015449987,E-SIM
101.88889,1.4606707,1.4606603,-0.0104000000001,0.99736783,0.99958441,0.00015638343,0.00015647543,E-SIM
102,1.4611133,1.4611011,-0.0122,0.99733443,0.99957829,0.00015837164,0.00015846631,E-SIM
102.11111,1.4615655,1.4615463,-0.0192000000001,0.99730074,0.9995721,0.00016037768,0.00016047253,E-SIM
102.22222,1.4620235,1.4619962,-0.0273,0.99726678,0.99956586,0.00016239936,0.00016249408,E-SIM
102.33333,1.4624873,1.4624505,-0.0367999999999,0.99723256,0.99955955,0.00016443668,0.00016453095,E-SIM
102.44444,1.4629569,1.4629094,-0.0475,0.99719807,0.99955319,0.00016648963,0.00016658316,E-SIM
102.55556,1.4634324,1.4633751,-0.0573000000001,0.99716333,0.99954676,0.00016855823,0.00016865185,E-SIM
102.66667,1.4639137,1.463853,-0.0606999999999,0.99712833,0.99954026,0.00017064247,0.00017073972,E-SIM
102.77778,1.4644008,1.4643378,-0.0629999999999,0.99709307,0.99953369,0.00017274236,0.00017284406,E-SIM
102.88889,1.4648943,1.4648293,-0.0650000000002,0.9970575,0.99952706,0.00017486031,0.00017496487,E-SIM
103,1.465394,1.4653277,-0.0663000000001,0.99702165,0.99952036,0.00017699542,0.00017710214,E-SIM
103.11111,1.4658998,1.4658328,-0.067,0.99698552,0.9995136,0.00017914698,0.00017925588,E-SIM
103.22222,1.4664115,1.4663448,-0.0667000000001,0.99694912,0.99950677,0.00018131499,0.00018142609,E-SIM
103.33333,1.4669293,1.4668636,-0.0657000000002,0.99691245,0.99949988,0.00018349945,0.00018361277,E-SIM
103.44444,1.4674532,1.4673891,-0.0641000000001,0.9968755,0.99949292,0.00018570036,0.00018581591,E-SIM
103.55556,1.467983,1.4679215,-0.0614999999999,0.99683828,0.9994859,0.00018791772,0.00018803551,E-SIM
103.66667,1.4685197,1.4684606,-0.0591000000001,0.99680076,0.99947881,0.0001901533,0.00019027159,E-SIM
103.77778,1.4690636,1.4690062,-0.0574,0.99676291,0.99947163,0.00019240804,0.00019253037,E-SIM
103.88889,1.469614,1.4695585,-0.0555,0.99672478,0.99946438,0.0001946802,0.00019480705,E-SIM
104,1.4701708,1.4701176,-0.0532,0.99668635,0.99945707,0.00019696977,0.00019710136,E-SIM
104.11111,1.4707341,1.4706833,-0.0508000000001,0.99664764,0.99944968,0.00019927677,0.00019941329,E-SIM
104.22222,1.4713039,1.4712558,-0.0481000000001,0.99660864,0.99944222,0.00020160119,0.00020174285,E-SIM
104.33333,1.4718802,1.471835,-0.0452,0.99656934,0.99943468,0.00020394303,0.00020409004,E-SIM
104.44444,1.4724634,1.472421,-0.0424000000001,0.99652974,0.99942708,0.00020630318,0.00020645485,E-SIM
104.55556,1.473056,1.4730137,-0.0422999999998,0.99648978,0.99941941,0.00020868511,0.0002088373,E-SIM
104.66667,1.4736558,1.4736131,-0.0427000000001,0.99644951,0.99941166,0.00021108566,0.00021123736,E-SIM
104.77778,1.4742629,1.4742192,-0.0437,0.99640893,0.99940384,0.00021350485,0.00021365506,E-SIM
104.88889,1.4748772,1.4748364,-0.0408000000001,0.99636804,0.99939593,0.00021594267,0.00021609694,E-SIM
105,1.4754988,1.4754637,-0.0351000000001,0.99632684,0.99938793,0.00021839912,0.00021856163,E-SIM
105.11111,1.4761276,1.4760989,-0.0287000000001,0.99628533,0.99937985,0.00022087421,0.00022104581,E-SIM
105.22222,1.4767636,1.4767421,-0.0214999999999,0.99624351,0.99937169,0.00022336792,0.00022354949,E-SIM
105.33333,1.4774096,1.4773932,-0.0164,0.99620129,0.99936345,0.00022588581,0.00022607265,E-SIM
105.44444,1.4780637,1.4780523,-0.0114,0.99615873,0.99935513,0.00022842426,0.00022861531,E-SIM
105.55556,1.4787257,1.4787193,-0.00639999999996,0.99611583,0.99934673,0.00023098281,0.00023117746,E-SIM
105.66667,1.4793957,1.4793943,-0.00139999999993,0.9960726,0.99933825,0.00023356147,0.00023375909,E-SIM
105.77778,1.4800736,1.4800772,0.00359999999988,0.99602904,0.99932969,0.00023616024,0.00023636022,E-SIM
105.88889,1.4807595,1.480768,0.00850000000008,0.99598514,0.99932105,0.00023877912,0.00023898084,E-SIM
106,1.4814533,1.4814699,0.0165999999999,0.99594091,0.99931231,0.0002414181,0.0002416256,E-SIM
106.11111,1.48216,1.4821873,0.0273000000002,0.99589626,0.99930345,0.0002440822,0.00024430107,E-SIM
106.22222,1.4828791,1.4829143,0.0352000000001,0.99585121,0.9992945,0.00024677084,0.00024699869,E-SIM
106.33333,1.483608,1.483651,0.043,0.99580578,0.99928546,0.00024948157,0.00024971844,E-SIM
106.44444,1.4843468,1.4843974,0.0506,0.99576,0.99927633,0.00025221438,0.00025246034,E-SIM
106.55556,1.4850955,1.4851536,0.0581000000002,0.99571384,0.9992671,0.00025496928,0.00025522438,E-SIM
106.66667,1.485854,1.4859194,0.0654,0.99566732,0.99925779,0.00025774626,0.00025801056,E-SIM
106.77778,1.4866225,1.486695,0.0725000000001,0.99562044,0.99924838,0.00026054533,0.00026081889,E-SIM
106.88889,1.4874029,1.4874803,0.0774000000001,0.99557313,0.99923888,0.00026337,0.00026364935,E-SIM
107,1.4881975,1.4882753,0.0777999999999,0.99552532,0.99922928,0.00026622471,0.00026650196,E-SIM
107.11111,1.4890036,1.4890801,0.0765,0.9954771,0.9992196,0.00026910406,0.00026937704,E-SIM
107.22222,1.4898209,1.4899061,0.0852,0.99542848,0.99920974,0.00027200803,0.00027229578,E-SIM
107.33333,1.4906496,1.4907438,0.0941999999999,0.99537945,0.99919977,0.00027493665,0.00027524051,E-SIM
107.44444,1.4914895,1.4915933,0.1038,0.99533001,0.99918969,0.00027788989,0.00027821124,E-SIM
107.55556,1.4923408,1.4924546,0.1138,0.99528016,0.99917951,0.00028086777,0.00028120796,E-SIM
107.66667,1.4932038,1.4933276,0.1238,0.99522989,0.99916921,0.0002838713,0.00028423067,E-SIM
107.77778,1.4940826,1.4942123,0.1297,0.995179,0.99915881,0.00028691232,0.00028727938,E-SIM
107.88889,1.4949738,1.4951088,0.135,0.99512765,0.9991483,0.00028998126,0.00029035408,E-SIM
108,1.4958774,1.496017,0.1396,0.99507584,0.99913767,0.00029307812,0.00029345477,E-SIM
108.11111,1.4967936,1.496937,0.1434,0.99502356,0.99912694,0.00029620289,0.00029658146,E-SIM
108.22222,1.4977222,1.4978688,0.1466,0.99497083,0.9991161,0.00029935559,0.00029973414,E-SIM
108.33333,1.4986632,1.4988233,0.1601,0.99491763,0.99910506,0.0003025362,0.00030293563,E-SIM
108.44444,1.4996167,1.4997967,0.18,0.99486398,0.99909385,0.00030574473,0.00030617776,E-SIM
108.55556,1.5005901,1.5007847,0.1946,0.99480962,0.99908251,0.00030899592,0.00030945177,E-SIM
108.66667,1.5015799,1.5017873,0.2074,0.99475467,0.99907103,0.00031228267,0.00031275767,E-SIM
108.77778,1.5025843,1.5028044,0.2201,0.99469919,0.99905942,0.00031560185,0.00031609545,E-SIM
108.88889,1.5036036,1.5038362,0.2326,0.99464317,0.99904767,0.00031895348,0.00031946511,E-SIM
109,1.5046375,1.5048826,0.2451,0.99458662,0.99903578,0.00032233755,0.00032286666,E-SIM
109.11111,1.5056863,1.5059436,0.2573,0.99452953,0.99902376,0.00032575406,0.00032630009,E-SIM
109.22222,1.5067497,1.5070192,0.2695,0.99447191,0.9990116,0.00032920302,0.00032976541,E-SIM
109.33333,1.5078345,1.5081094,0.2749,0.99441354,0.9989993,0.00033269774,0.00033326261,E-SIM
109.44444,1.5089423,1.509223,0.2807,0.99435435,0.99898679,0.00033624174,0.00033681173,E-SIM
109.55556,1.5100681,1.5103679,0.2998,0.99429453,0.99897399,0.00033982464,0.00034043068,E-SIM
109.66667,1.5112118,1.5115315,0.3197,0.99423407,0.99896101,0.00034344644,0.0003440911,E-SIM
109.77778,1.5123734,1.512714,0.3406,0.99417296,0.99894786,0.00034710715,0.000347793,E-SIM
109.88889,1.513553,1.5139153,0.3623,0.99411122,0.99893452,0.00035080676,0.00035153636,E-SIM
110,1.5147505,1.5151354,0.3849,0.99404884,0.99892101,0.00035454527,0.0003553212,E-SIM
110.11111,1.5159691,1.5163743,0.4052,0.99398568,0.99890731,0.0003583314,0.00035914752,E-SIM
110.22222,1.517217,1.517632,0.415,0.99392136,0.99889344,0.00036218827,0.0003630153,E-SIM
110.33333,1.5184861,1.5189085,0.4224,0.99385624,0.99887938,0.00036609327,0.00036692456,E-SIM
110.44444,1.5197765,1.5202038,0.4273,0.99379034,0.99886514,0.00037004641,0.00037087529,E-SIM
110.55556,1.5210882,1.5215202,0.432,0.99372365,0.99885069,0.00037404769,0.00037487417,E-SIM
110.66667,1.5224211,1.5228854,0.4643,0.99365617,0.9988357,0.00037809711,0.00037900294,E-SIM
110.77778,1.5237752,1.5242751,0.4999,0.99358791,0.99882047,0.00038219468,0.00038318976,E-SIM
110.88889,1.5251506,1.5256892,0.5386,0.99351886,0.99880497,0.00038634038,0.00038743464,E-SIM
111,1.526564,1.5271277,0.5637,0.99344812,0.99878922,0.00039058957,0.00039173757,E-SIM
111.11111,1.5280033,1.5285906,0.5873,0.99337634,0.99877322,0.00039490206,0.00039609856,E-SIM
111.22222,1.529468,1.530078,0.61,0.99330355,0.99875695,0.00039927647,0.00040051761,E-SIM
111.33333,1.5309581,1.5315898,0.6317,0.99322975,0.99874043,0.00040371282,0.00040499471,E-SIM
111.44444,1.5324736,1.5331261,0.6525,0.99315494,0.99872365,0.0004082111,0.00040952987,E-SIM
111.55556,1.5340146,1.5346868,0.6722,0.99307913,0.9987066,0.00041277132,0.00041412308,E-SIM
111.66667,1.535581,1.5362719,0.6909,0.99300231,0.99868929,0.00041739346,0.00041877435,E-SIM
111.77778,1.5371877,1.5379141,0.7264,0.9929235,0.99867118,0.00042213737,0.00042361596,E-SIM
111.88889,1.5388309,1.5395977,0.7668,0.99284296,0.99865252,0.00042698775,0.00042858391,E-SIM
112,1.5405049,1.5413135,0.8086,0.99276107,0.99863345,0.00043192166,0.00043364115,E-SIM
112.11111,1.5422097,1.5430613,0.8516,0.99267782,0.99861398,0.00043693908,0.00043878767,E-SIM
112.22222,1.5439453,1.5448414,0.8961,0.99259322,0.99859411,0.00044204004,0.00044402349,E-SIM
112.33333,1.5457117,1.5466536,0.9419,0.99250728,0.99857383,0.00044722451,0.0004493486,E-SIM
112.44444,1.5475089,1.548498,0.9891,0.99241998,0.99855314,0.00045249251,0.000454763,E-SIM
112.55556,1.5493467,1.5503745,1.0278,0.99233042,0.99853203,0.00045790047,0.00046026669,E-SIM
112.66667,1.5512335,1.5522831,1.0496,0.99223783,0.99851051,0.00046349565,0.00046585967,E-SIM
112.77778,1.5531572,1.554224,1.0668,0.99214332,0.99848858,0.0004692095,0.00047154194,E-SIM
112.88889,1.5551179,1.5562225,1.1046,0.9920469,0.99846555,0.00047504202,0.00047747115,E-SIM
113,1.5571155,1.5582919,1.1764,0.99194859,0.99844108,0.00048099322,0.00048372805,E-SIM
113.11111,1.5591501,1.560404,1.2539,0.99184837,0.9984159,0.00048706308,0.00049013907,E-SIM
113.22222,1.5612216,1.5625587,1.3371,0.99174626,0.99839001,0.00049325162,0.00049670423,E-SIM
113.33333,1.5633337,1.5647561,1.4224,0.99164175,0.99836338,0.00049958973,0.00050342351,E-SIM
113.44444,1.5655095,1.5669962,1.4867,0.99153171,0.99833603,0.00050627107,0.00051029693,E-SIM
113.55556,1.5677294,1.5692789,1.5495,0.99141883,0.99830794,0.0005131308,0.00051732447,E-SIM
113.66667,1.5699933,1.5716043,1.611,0.99130311,0.99827911,0.0005201689,0.00052450614,E-SIM
113.77778,1.5723012,1.5739724,1.6712,0.99118456,0.99824953,0.00052738539,0.00053184194,E-SIM
113.88889,1.5746532,1.5763832,1.73,0.9910632,0.9982192,0.00053478026,0.00053933187,E-SIM
114,1.5770493,1.5788462,1.7969,0.99093902,0.99818762,0.00054235351,0.00054708711,E-SIM
114.11111,1.5794894,1.5814184,1.929,0.99081205,0.99815183,0.00055010514,0.00055577364,E-SIM
114.22222,1.5820055,1.5840465,2.041,0.99067609,0.99811456,0.00055841905,0.00056476758,E-SIM
114.33333,1.5845792,1.5867304,2.1512,0.99053474,0.99807579,0.0005670748,0.00057406893,E-SIM
114.44444,1.5872061,1.58947,2.2639,0.99038888,0.9980355,0.00057601838,0.0005836777,E-SIM
114.55556,1.5898861,1.5922655,2.3794,0.99023853,0.99799369,0.00058524979,0.00059359389,E-SIM
114.66667,1.5926193,1.5951168,2.4975,0.99008372,0.99795033,0.00059476904,0.00060381749,E-SIM
114.77778,1.5954056,1.5980239,2.6183,0.98992447,0.99790541,0.00060457613,0.00061434851,E-SIM
114.88889,1.5982451,1.6009868,2.7417,0.9897608,0.99785893,0.00061467105,0.00062518695,E-SIM
115,1.6011466,1.6040056,2.859,0.98958499,0.99781086,0.00062553931,0.00063633279,E-SIM
115.11111,1.6041107,1.6070801,2.9694,0.98939668,0.99776119,0.00063720865,0.00064778606,E-SIM
115.22222,1.6071318,1.6102139,3.0821,0.98920073,0.9977013,0.00064937728,0.00066139152,E-SIM
115.33333,1.6102099,1.613405,3.1951,0.98899721,0.99763615,0.00066204522,0.00067605952,E-SIM
