q_mAh_cm2,time_s,V_control_V,V_physical_dense_V,deltaV_physical_minus_control_V,eps_s_control,eps_s_physical_dense,theta_control,theta_physical_dense,theta_dense_shadow_on_control,S_control,S_physical_dense,K_control,K_physical_dense
103,9270,1.46754235174,1.43421031761,-0.03333203413,0.000180105991516,0.000175458699539,0.654738687111,0.149687742797,0.152657714216,1.37323791792,1.37318241309,0.996969543753,0.997047273576
103.111111111,9280,1.46804537154,1.43424576617,-0.03379960537,0.00018229177741,0.000177510120912,0.659268858447,0.150691335549,0.153714529325,1.37564561264,1.37559626771,0.996932848856,0.997012819169
103.222222222,9290,1.46855629222,1.43428125994,-0.03427503228,0.000184498240882,0.000179569638454,0.66377906983,0.151693284548,0.154775169727,1.37805749607,1.37801543219,0.996895809066,0.996978230372
103.333333333,9300,1.46907288078,1.43431675251,-0.03475612827,0.000186719477883,0.00018164998456,0.668256919732,0.152699766052,0.155836748682,1.38047334072,1.38044089298,0.996858523499,0.996943293374
103.444444444,9310,1.46959516586,1.4343523172,-0.03524284866,0.000188955557501,0.000183739134785,0.672702175116,0.153704918529,0.15689927545,1.38289325415,1.38287048101,0.996820991047,0.996908210155
103.555555556,9320,1.47012549429,1.43438798624,-0.03573750805,0.000191212641739,0.000185841023396,0.677126076204,0.154710638654,0.157965629235,1.38531803487,1.38530384815,0.996783108421,0.996872914669
103.666666667,9330,1.4706627014,1.43442367707,-0.03623902433,0.000193487990454,0.000187959906842,0.681522875478,0.155718935381,0.159034453472,1.38775064039,1.38774069297,0.996744921653,0.996837335472
103.777777778,9340,1.47120565277,1.43445939752,-0.03674625525,0.000195778636494,0.00019008696378,0.685886605311,0.156725588711,0.160104316342,1.39019033648,1.39018125745,0.996706480561,0.996801620723
103.888888889,9350,1.47175440404,1.43449523789,-0.03725916615,0.000198084758295,0.000192232081003,0.690217299561,0.157735269428,0.161175274924,1.3926370043,1.39262270886,0.996667782209,0.996765604442
104,9360,1.47231331273,1.43453110086,-0.03778221187,0.000200415890402,0.000194388976715,0.694532056372,0.158744983582,0.162251692818,1.39509985946,1.39506773752,0.996628666809,0.996729392139
104.111111111,9370,1.47287808442,1.43456698283,-0.03831110159,0.000202762791133,0.000196555775421,0.698812826737,0.159753851377,0.163329238089,1.39755964665,1.39751657964,0.996589289386,0.996693015327
